"Financial Year","Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2017-18","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","281809","320344","23683","0"
"2017-18","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","0","0","0","0"
"2017-18","Democratic Labour Party - Queensland Branch","PO Box 3086","","CHERMSIDE WEST","QLD","4032","Democratic Labor Party","2779","1554","0","0"
"2017-18","Democratic Labour Party - Victorian Branch","GPO Box 1402","","MELBOURNE","VIC","3001","Democratic Labor Party","13835","17323","0","0"
"2017-18","Democratic Labour Party - WA Branch","PO Box 1119","","WILLAGEE","WA","6156","Democratic Labor Party","2940","4596","0","0"
"2017-18","Democratic Labour Party NSW Branch","70 Liverpool Road","","BURWOOD  HEIGHTS","NSW","2136","Democratic Labor Party","633","641","0","0"
"2017-18","Derryn Hinch's Justice Party","PO Box 33018 LPO Domain","","MELBOURNE","VIC","3004","","11931","78706","0","0"
"2017-18","Health Australia Party","PO Box 695","","GISBORNE","VIC","3437","","28064","15192","5604","0"
"2017-18","Help End Marijuana Prohibition (HEMP) Party","PO Box 20177","","NIMBIN","NSW","2480","","3288","120","0","0"
"2017-18","Informed Medical Options Party","PO Box 3322","","WEST KEMPSEY","NSW","2440","","125","792","3844","0"
"2017-18","Jacqui Lambie Network","PO Box 264","","Burnie","TAS","7320","","100544","93255","0","0"
"2017-18","Katter's Australian Party (KAP)","PO Box 1022","","TOWNSVILLE","QLD","4810","","531283","594244","1853","0"
"2017-18","Liberal Democratic Party","Level 1","203-205 Blackburn Road","MOUNT WAVERLEY","VIC","3149","","233053","179563","50000","0"
"2017-18","Liberal Democratic Party (ACT Branch)","PO Box 636","","DRUMMOYNE","NSW","1470","","811","0","0","0"
"2017-18","Liberal Democratic Party (NSW Branch)","PO Box 636","","DRUMMOYNE","NSW","1470","","38156","2097","0","0"
"2017-18","Liberal Democratic Party (QLD Branch)","PO Box 636","","DRUMMOYNE","NSW","1470","","0","0","0","0"
"2017-18","Liberal Democratic Party (SA Branch)","PO Box 636","","DRUMMOYNE","NSW","1470","","35973","34847","0","0"
"2017-18","Liberal Democratic Party (Victoria Branch)","PO Box 636","","DRUMMOYNE","NSW","1470","","9883","8449","0","0"
"2017-18","Liberal Democratic Party (WA Branch)","PO Box 636","","DRUMMOYNE","NSW","1470","","1598","0","0","0"
"2017-18","Liberal National Party of Queensland","PO Box 940","","SPRING HILL","QLD","4004","Liberal","15398282","16842285","167348","0"
"2017-18","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","3439912","2342727","122439","0"
"2017-18","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","5642463","4904921","3548219","0"
"2017-18","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","752627","525501","13615","0"
"2017-18","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","4168930","4322681","606251","0"
"2017-18","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","8123591","7957593","144321","0"
"2017-18","Liberal Party of Australia (Victorian Division)","Level 12, 257 Collins Street","","MELBOURNE","VIC","3000","Liberal","12978244","11428549","5523329","0"
"2017-18","Liberal Party of Australia, NSW Division","Locked Bag 2","","KINGS CROSS","NSW","1340","Liberal","12238901","11634943","2910074","0"
"2017-18","Love Australia or Leave","PO Box 10113","","RASMUSSEN","QLD","4815","","3000","2000","7000","0"
"2017-18","National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","2432956","2080705","3126","0"
"2017-18","National Party of Australia - N.S.W.","GPO Box 4558","","SYDNEY","NSW","2001","The Nationals","4542480","4779364","1163488","0"
"2017-18","National Party of Australia - Victoria","Suite 908, Level 9","343 Little Collins Street","MELBOURNE","VIC","3000","The Nationals","621369","711025","103506","0"
"2017-18","National Party of Australia (S.A.) Inc.","5 Maple Court","","OAKBANK","SA","5243","The Nationals","6755","4889","0","0"
"2017-18","National Party of Australia (WA) Inc","PO Box 1418","","WEST PERTH","WA","6872","The Nationals","579553","620804","0","0"
"2017-18","Non-Custodial Parents Party (Equal Parenting)","PO Box 97","","DOUGLAS PARK","NSW","2569","","1050","1000","0","0"
"2017-18","Online Direct Democracy - (Empowering the People!)","70 Carrington Pde","","CURL CURL","NSW","2096","","16051","10801","98863","0"
"2017-18","Pauline Hanson's One Nation","PO Box 136","","PINKENBA","QLD","4008","One Nation","1712651","1750142","122972","0"
"2017-18","Pirate Party Australia","PO Box 385","","FIGTREE","NSW","2525","","7456","3894","0","0"
"2017-18","Queensland Greens","PO Box 2335","","MILTON","QLD","4064","The Greens","1725479","1596334","14881","0"
"2017-18","Republican Party of Australia","PO Box 843","","CASTLE HILL","NSW","1765","","38116","37779","0","0"
"2017-18","Rise Up Australia Party","PO Box 137","","HALLAM","VIC","3803","","62820","99394","1584","0"
"2017-18","Science Party","49 Harrington St","","ENMORE","NSW","2042","","17689","15617","0","0"
"2017-18","Secular Party of Australia","PO Box 6004","","MELBOURNE","VIC","8008","","10523","8964","0","0"
"2017-18","Seniors United Party of Australia","D5 Broadlands Estate","9 Milpera Road","GREEN POINT","NSW","2251","","13296","7151","0","0"
"2017-18","Shooters, Fishers and Farmers Party","PO Box 515","","ASHFIELD","NSW","1800","","132011","59314","7625","0"
"2017-18","Socialist Alliance","PO Box 114","","BROADWAY","NSW","2007","","69954","47380","0","0"
"2017-18","Socialist Equality Party","PO BOX 574","","STRAWBERRY HILLS","NSW","2012","","364373","354598","0","0"
"2017-18","Sustainable Australia Party - Stop Overdevelopment / Corruption","PO Box 575","","CROWS NEST","NSW","1585","","243566","222405","46988","0"
"2017-18","The Arts Party","PO Box 114","","KINGSFORD","NSW","2032","","5892","11959","0","0"
"2017-18","The Australian Greens - Victoria","GPO Box 4589","","MELBOURNE","VIC","3001","The Greens","3533761","2882918","1460791","0"
"2017-18","The Australian Mental Health Party","PO Box 1505","","APPLECROSS","WA","6953","","3237","4299","0","0"
"2017-18","The Greens (WA) Inc","91/215 Stirling Street","","PERTH","WA","6000","The Greens","1350267","548324","43429","0"
"2017-18","The Greens NSW","PO Box 48","","BROADWAY","NSW","2007","The Greens","2130611","2674641","43687","0"
"2017-18","Voluntary Euthanasia Party","PO Box 4401","","HAWKER","ACT","2614","","1853","5211","6770","0"
"2017-18","VOTEFLUX.ORG | Upgrade Democracy!","5/155 Clarence St","","SYDNEY","NSW","2000","","13851","10463","0","0"
"2017-18","Yellow Vest Australia","PO Box 290","","South Melbourne","VIC","3205","","292132","288968","35318","0"
"2016-17","21st Century Australia","68 The Promenade","","SURFERS PARADISE","QLD","4217","","0","0","0","0"
"2016-17","Animal Justice Party","PO Box Q1688","","QUEEN VICTORIA BUILDING","NSW","1230","","491958","502707","10653","0"
"2016-17","Australia First Party (NSW) Incorporated","PO Box 593","","ROCKDALE","NSW","2216","","16011","15373","0","0"
"2016-17","Australian Affordable Housing Party","1/212 Liverpool Road","","ASHFIELD","NSW","2131","","0","365","0","0"
"2016-17","Australian Christians","PO Box 1077","","OSBORNE PARK","WA","6916","","284700","331199","3000","0"
"2016-17","Australian Citizens Party","PO Box 376","","COBURG","VIC","3058","","1779941","1700674","996029","0"
"2016-17","Australian Conservatives","CLF House, 28 King William Street","","KENT TOWN","SA","5067","","539670","114744","0","0"
"2016-17","Australian Cyclists Party","PO Box 460","","BERRY","NSW","2535","","3266","14946","6081","0"
"2016-17","Australian Equality Party (Marriage)","PO Box 43","Moonee Vale LPO","BRUNSWICK WEST","VIC","3055","","14000","13000","0","0"
"2016-17","Australian Federation Party","53 Grand Ridge West","","MIRBOO NORTH","VIC","3871","","25953","27265","0","0"
"2016-17","Australian Greens","PO BOX 1108","","CANBERRA","ACT","2601","The Greens","2374928","2602944","362270","0"
"2016-17","Australian Greens (South Australia)","7/291 Angas Street","","ADELAIDE","SA","5000","The Greens","513904","770022","2184","0"
"2016-17","Australian Greens, Australian Capital Territory Branch","GPO Box 2019","","CANBERRA CITY","ACT","2601","The Greens","668192","535944","26207","0"
"2016-17","Australian Greens, Northern Territory Branch","PO Box 421","","NIGHTCLIFF","NT","0814","The Greens","106166","93940","0","0"
"2016-17","Australian Greens, Tasmanian Branch","GPO Box 1132","","HOBART","TAS","7001","The Greens","235232","608843","20177","0"
"2016-17","Australian Labor Party (ACT Branch)","GPO Box 3065","","CANBERRA","ACT","2601","Australian Labor Party","2434788","2668439","146590","0"
"2016-17","Australian Labor Party (ALP)","PO Box 6222","","KINGSTON","ACT","2604","Australian Labor Party","33294368","34989019","1883057","0"
"2016-17","Australian Labor Party (N.S.W. Branch)","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","9339269","10569526","160658","0"
"2016-17","Australian Labor Party (Northern Territory) Branch","GPO Box 2026","","DARWIN","NT","0801","Australian Labor Party","1158593","1266145","93000","0"
"2016-17","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","Australian Labor Party","2092650","2127912","29616","0"
"2016-17","Australian Labor Party (State of Queensland)","PO Box 5032","","WEST END","QLD","4101","Australian Labor Party","7235516","7380133","197623","0"
"2016-17","Australian Labor Party (Tasmanian Branch)","GPO Box 1115","","HOBART","TAS","7001","Australian Labor Party","700419","558978","34758","0"
"2016-17","Australian Labor Party (Victorian Branch)","Locked Bag 3240","","MELBOURNE","VIC","3001","Australian Labor Party","5580925","5534179","516045","0"
"2016-17","Australian Labor Party (Western Australian Branch)","PO Box 8117","","PERTH BUSINESS CENTRE","WA","6849","Australian Labor Party","8830166","9816907","372549","0"
"2016-17","Australian People's Party","PO Box 5382","","PINEWOOD","VIC","3149","","140","110","0","0"
"2016-17","Australian Progressives","24B Harpur Place","","GARRAN","ACT","2605","","3840","3311","21290","0"
"2016-17","Australian Recreational Fishers Party","PO Box 39","","NEW TOWN","TAS","7008","","32576","30871","0","0"
"2016-17","Australian Sex Party","PO Box 1131","","Carlton","VIC","3053","","103481","105239","12027","0"
"2016-17","Australian Workers Party","P.O Box 4062","","WINMALEE","NSW","2777","","1865","265","0","0"
"2016-17","Centre Alliance","PO Box 3192","","UNLEY","SA","5061","","1577684","1937180","4402","0"
"2016-17","Christian Democratic Party (Fred Nile Group)","PO Box 8456","","PARRAMATTA","NSW","2150","Christian Democratic Party (Fred Nile Group)","1185709","1033216","145944","0"
"2016-17","Consumer Rights & No-Tolls","77 Flaxton Mill Road","","FLAXTON","QLD","4560","","585","0","0","0"
"2016-17","Country Labor Party","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","1150611","1232048","1928858","0"
"2016-17","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","1755349","2092091","17015","0"
"2016-17","CountryMinded","PO Box 1308","","GOONDIWINDI","QLD","4390","","2405","6512","184","0"
"2016-17","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","0","0","0","0"
"2016-17","Democratic Labour Party - Queensland Branch","PO Box 3086","","CHERMSIDE WEST","QLD","4032","Democratic Labor Party","615","327","0","0"
"2016-17","Democratic Labour Party - Victorian Branch","GPO Box 1402","","MELBOURNE","VIC","3001","Democratic Labor Party","8503","15926","0","0"
"2016-17","Democratic Labour Party - WA Branch","PO Box 1119","","WILLAGEE","WA","6156","Democratic Labor Party","886","1282","0","0"
"2016-17","Democratic Labour Party NSW Branch","70 Liverpool Road","","BURWOOD  HEIGHTS","NSW","2136","Democratic Labor Party","1167","2496","0","0"
"2016-17","Derryn Hinch's Justice Party","PO Box 33018 LPO Domain","","MELBOURNE","VIC","3004","","615956","261294","3793","0"
"2016-17","Drug Law Reform Australia","4/22 Narong Road","","CAULFIELD NORTH","VIC","3161","","1682","7112","0","0"
"2016-17","Family First Party","PO Box 145","","HIGHBURY","SA","5089","Family First","246333","263686","0","0"
"2016-17","Family First Party - QLD","11 Myal Ct","","MANGO HILL","QLD","4509","Family First","103987","131076","0","0"
"2016-17","Family First Party - SA","PO Box 44","","CAMPBELLTOWN","SA","5074","Family First","20162","32854","0","0"
"2016-17","Family First Party - VIC","Level 1, Suite 1","441 Canterbury Road","SURREY HILLS","VIC","3127","Family First","0","0","0","0"
"2016-17","Glenn Lazarus Team","PO Box 114","","MT OMMANEY","QLD","4074","","500","500","0","0"
"2016-17","Health Australia Party","PO Box 695","","GISBORNE","VIC","3437","","11255","1789","7034","0"
"2016-17","Help End Marijuana Prohibition (HEMP) Party","PO Box 20177","","NIMBIN","NSW","2480","","9142","1641","0","0"
"2016-17","Informed Medical Options Party","PO Box 3322","","WEST KEMPSEY","NSW","2440","","160","0","0","0"
"2016-17","Jacqui Lambie Network","PO Box 264","","Burnie","TAS","7320","","82713","56813","0","0"
"2016-17","Katter's Australian Party (KAP)","PO Box 1022","","TOWNSVILLE","QLD","4810","","515191","367947","536","0"
"2016-17","Liberal Democratic Party","Level 1","203-205 Blackburn Road","MOUNT WAVERLEY","VIC","3149","","189466","230817","50000","0"
"2016-17","Liberal National Party of Queensland","PO Box 940","","SPRING HILL","QLD","4004","Liberal","11720124","9731090","183493","0"
"2016-17","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","9633324","12610057","268978","0"
"2016-17","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","36785804","39474739","3711956","0"
"2016-17","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","1997602","1790105","11217","0"
"2016-17","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","2388402","2885231","199127","0"
"2016-17","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","4499433","3800458","110450","0"
"2016-17","Liberal Party of Australia (Victorian Division)","Level 12, 257 Collins Street","","MELBOURNE","VIC","3000","Liberal","10907917","11192356","2678350","0"
"2016-17","Liberal Party of Australia, NSW Division","Locked Bag 2","","KINGS CROSS","NSW","1340","Liberal","17135327","17783207","3422808","0"
"2016-17","Love Australia or Leave","PO Box 10113","","RASMUSSEN","QLD","4815","","13437","5442","10000","0"
"2016-17","Mature Australia Party","15 Palmetto Street","","PALM COVE","QLD","4879","","1790","1500","0","0"
"2016-17","National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","2071024","1736841","2069","0"
"2016-17","National Party of Australia - N.S.W.","GPO Box 4558","","SYDNEY","NSW","2001","The Nationals","6760505","7275703","871986","0"
"2016-17","National Party of Australia - Victoria","Suite 908, Level 9","343 Little Collins Street","MELBOURNE","VIC","3000","The Nationals","1599241","886570","136872","0"
